#                                                                 --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name          accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#  ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
group_10613_+1_1_2187 -          Spore_III_AB         PF09548.13     0.092   12.9   5.4        12    6.0   0.0   4.8   1   1   3   4   4   4   0 -
group_16340_+1_1_1779 -          Spore_III_AB         PF09548.13      0.11   12.6   0.2       0.3   11.2   0.2   1.8   1   0   0   1   1   1   0 -
group_12208_+1_43_1878 -          SPOUT_MTase          PF02590.20       7.8    6.5   8.8       9.5    6.2   1.2   3.0   2   1   1   3   3   3   0 -
group_22843_minus1_1_198 -          SpoV                 PF08183.14      0.27   11.2   3.0      0.43   10.5   0.7   2.3   1   1   1   2   2   2   0 -
group_19622_minus1_1_210 -          SpoV                 PF08183.14      0.29   11.1   3.0      0.48   10.4   0.7   2.4   1   1   1   2   2   2   0 -
group_25940_+1_1_1293    -          SpoV                 PF08183.14       1.1    9.3   4.6      0.85    9.6   0.1   2.7   2   0   0   2   2   2   0 -
group_8627_minus1_1_198  -          SpoV                 PF08183.14       1.3    9.0   4.1       1.4    8.9   1.1   2.3   1   1   1   2   2   2   0 -
group_14675_+1_1_1275 -          SpoVAB               PF13782.9        0.2   11.9   0.0      0.36   11.1   0.0   1.3   1   0   0   1   1   1   0 -
group_15288_+1_1_723  -          SpoVAB               PF13782.9        9.3    6.6  14.4      0.57   10.5   3.7   2.7   1   1   2   3   3   3   0 -
group_26014_+1_1_1548 -          SpoVR                PF04293.16  4.8e-166  552.6   0.1  5.6e-166  552.4   0.1   1.0   1   0   0   1   1   1   1 -
group_24711_+1_1_387  -          SpoVR                PF04293.16         3    6.4   8.9       3.6    6.1   8.9   1.2   1   0   0   1   1   1   0 -
group_26300_minus1_241_1623 -          SpoVT_C              PF15714.8      0.028   14.4   0.0      0.06   13.4   0.0   1.6   1   0   0   1   1   1   0 -
group_25891_minus1_1_396 -          SprA-related         PF12118.11      0.56    9.4  12.3      0.64    9.2  12.3   1.0   1   0   0   1   1   1   0 -
group_20309_+1_1_1176 -          SprT-like            PF10263.12     0.075   12.8   0.0      0.12   12.1   0.0   1.5   1   0   0   1   1   1   0 -
group_26115_+1_1_816 -          SPRY                 PF00622.31     0.025   14.6   0.1       3.2    7.8   0.0   2.8   2   1   0   3   3   3   0 -
group_1881_minus1_1_315 -          Spt20                PF12090.11       2.6    7.7   5.4       7.1    6.3   5.4   1.7   1   1   0   1   1   1   0 -
group_3083_+1_1_1386 -          Spt5_N               PF11942.11       0.7   10.9   7.2      0.13   13.3   2.5   2.2   3   0   0   3   3   3   0 -
group_7560_+1_1_1899 -          SpvB                 PF03534.16     0.021   14.0   0.0     0.039   13.1   0.0   1.4   1   0   0   1   1   1   0 -
group_17824_+1_1_387  -          SPW                  PF03779.17   1.2e-19   69.5  21.2   3.8e-14   52.0   8.9   2.2   2   0   0   2   2   2   2 -
group_9366_+1_43_2613 -          SPW                  PF03779.17    0.0026   17.3   2.1    0.0026   17.3   2.1   6.2   6   0   0   6   6   6   4 -
group_14433_minus1_1_183 -          Spy1                 PF11357.11     0.019   15.2   0.5     0.021   15.1   0.5   1.0   1   0   0   1   1   1   0 -
group_10453_+1_1_297 -          SP_C-Propep          PF08999.13     0.066   13.0   0.0     0.086   12.6   0.0   1.3   1   0   0   1   1   1   0 -
group_21046_+1_1_375 -          SP_C-Propep          PF08999.13     0.083   12.7   6.5      0.12   12.1   6.5   1.3   1   0   0   1   1   1   0 -
group_5622_+1_1_855  -          SQS_PSY              PF00494.22   6.9e-53  179.8   5.8   8.3e-53  179.5   5.8   1.0   1   0   0   1   1   1   1 -
group_4962_+1_1_870  -          SQS_PSY              PF00494.22   7.2e-53  179.7   6.3   8.3e-53  179.5   6.3   1.0   1   0   0   1   1   1   1 -
group_11425_+1_1_858 -          SQS_PSY              PF00494.22   1.1e-49  169.2   4.7   1.3e-49  169.1   4.7   1.0   1   0   0   1   1   1   1 -
group_21918_+1_1_852 -          SQS_PSY              PF00494.22   4.7e-49  167.2   0.7   5.3e-49  167.1   0.7   1.0   1   0   0   1   1   1   1 -
group_25166_+1_1_831 -          SQS_PSY              PF00494.22   1.2e-46  159.4   2.3   1.3e-46  159.2   2.3   1.0   1   0   0   1   1   1   1 -
group_9940_+1_1_864  -          SQS_PSY              PF00494.22   2.5e-46  158.3   9.5   2.9e-46  158.1   9.5   1.0   1   0   0   1   1   1   1 -
group_10437_+1_1_873 -          SQS_PSY              PF00494.22   9.7e-45  153.1   3.9   1.2e-44  152.8   3.9   1.0   1   0   0   1   1   1   1 -
mcpU_+1_1_2094       -          SQS_PSY              PF00494.22      0.97    8.9  11.5      0.09   12.2   0.7   3.2   3   0   0   3   3   3   0 -
group_6212_+1_1_633  -          SRAP                 PF02586.17   4.9e-20   71.9   0.0   6.5e-20   71.5   0.0   1.1   1   0   0   1   1   1   1 -
group_14246_+1_1_588 -          SRAP                 PF02586.17   1.2e-19   70.6   0.0   1.6e-19   70.2   0.0   1.5   1   1   0   1   1   1   1 -
group_4590_+1_1_729  -          SRAP                 PF02586.17   3.5e-18   65.9   0.0   7.9e-18   64.7   0.0   1.5   1   1   0   1   1   1   1 -
group_4588_+1_91_723 -          SRAP                 PF02586.17     1e-17   64.4   0.1   3.2e-17   62.7   0.1   1.7   1   1   0   1   1   1   1 -
group_6215_+1_1_690  -          SRAP                 PF02586.17   1.8e-17   63.5   0.0   2.5e-17   63.1   0.0   1.2   1   0   0   1   1   1   1 -
group_11555_+1_1_663 -          SRAP                 PF02586.17   5.7e-16   58.6   0.0   5.8e-16   58.6   0.0   1.1   1   0   0   1   1   1   1 -
group_6214_+1_1_381  -          SRAP                 PF02586.17   1.3e-11   44.3   0.0   1.6e-11   44.1   0.0   1.0   1   0   0   1   1   1   1 -
group_4589_+1_1_333  -          SRAP                 PF02586.17   0.00044   19.8   0.1   0.00045   19.7   0.1   1.2   1   1   0   1   1   1   1 -
group_16175_+1_1_1698 -          SRCR_2               PF15494.9       0.12   13.1   0.3      0.36   11.5   0.0   1.9   2   0   0   2   2   2   0 -
group_10409_+1_1_1392 -          Sre                  PF03125.21     0.095   11.8   0.0      0.18   10.9   0.0   1.4   1   0   0   1   1   1   0 -
group_14010_+1_1_303 -          SRF-TF               PF00319.21      0.21   11.1   0.0      0.32   10.5   0.0   1.3   1   0   0   1   1   1   0 -
group_25768_+1_1_471 -          SRI                  PF08236.14     0.035   14.3   0.1     0.064   13.4   0.1   1.3   1   0   0   1   1   1   0 -
group_22096_minus1_1_528  -          SRP-alpha_N          PF04086.16      0.97    9.2   2.5      0.47   10.2   0.4   1.4   2   0   0   2   2   2   0 -
group_25343_+1_1_837      -          SRP-alpha_N          PF04086.16       5.1    6.8   8.5       6.2    6.5   8.5   1.1   1   0   0   1   1   1   0 -
group_14938_+1_1_330 -          SRP1_TIP1            PF00660.20      0.19   11.8   0.0      0.27   11.3   0.0   1.2   1   0   0   1   1   1   0 -
group_19347_+1_1_642      -          SRP54                PF00448.25   5.6e-06   26.1   0.0   9.2e-06   25.4   0.0   1.3   1   0   0   1   1   1   1 -
group_19307_+1_1_900      -          SRP54                PF00448.25    0.0015   18.2   0.1     0.005   16.5   0.2   1.7   2   0   0   2   2   2   1 -
group_3054_+1_1_678       -          SRP54                PF00448.25    0.0073   15.9   0.1     0.024   14.2   0.1   1.8   1   1   0   1   1   1   1 -
group_13909_+1_127_1197   -          SRP54                PF00448.25    0.0085   15.7   0.0     0.013   15.1   0.0   1.2   1   0   0   1   1   1   1 -
group_9248_+1_1_702       -          SRP54                PF00448.25      0.01   15.5   0.1     0.022   14.4   0.1   1.6   1   1   0   1   1   1   0 -
group_16684_+1_1_2256     -          SRP54                PF00448.25     0.014   15.0   0.6         2    8.0   0.8   2.8   2   0   0   2   2   2   0 -
group_20398_+1_97_1224    -          SRP54                PF00448.25     0.027   14.1   0.1     0.054   13.1   0.1   1.4   1   0   0   1   1   1   0 -
group_19994_+1_1_1539     -          SRP54                PF00448.25     0.034   13.7   0.1      0.17   11.5   0.0   2.2   3   0   0   3   3   3   0 -
group_3998_+1_1_921       -          SRP54                PF00448.25      0.05   13.2   0.3      0.27   10.8   0.3   1.9   1   1   0   1   1   1   0 -
group_25713_+1_1_1389     -          SRP54                PF00448.25      0.05   13.2   0.0      0.11   12.0   0.0   1.6   1   0   0   1   1   1   0 -
group_9252_+1_1_1173      -          SRP54                PF00448.25     0.086   12.4   0.3      0.17   11.5   0.0   1.5   2   0   0   2   2   2   0 -
group_22233_+1_106_1530   -          SRP54                PF00448.25      0.11   12.1   0.0      0.24   11.0   0.0   1.5   2   0   0   2   2   2   0 -
group_21863_minus1_52_579 -          SRP54                PF00448.25      0.15   11.7   0.0       0.2   11.3   0.0   1.2   1   0   0   1   1   1   0 -
group_19479_+1_1_879      -          SRP54                PF00448.25       0.2   11.3   0.0      0.31   10.6   0.0   1.2   1   0   0   1   1   1   0 -
group_19227_+1_1_3417      -          SRPRB                PF09439.13    0.0017   17.8   0.0    0.0027   17.1   0.0   1.3   1   0   0   1   1   1   1 -
group_18501_minus1_10_1407 -          SRPRB                PF09439.13     0.047   13.1   0.0       6.7    6.1   0.0   2.6   3   0   0   3   3   3   0 -
group_13262_+1_1_1236      -          SRPRB                PF09439.13     0.065   12.6   0.0       2.8    7.3   0.0   2.2   2   0   0   2   2   2   0 -
bepA_4_+1_1_2133       -          SRP_TPR_like         PF17004.8      0.017   15.1   0.1      0.67    9.9   0.0   2.9   2   1   1   3   3   3   0 -
group_7199_+1_241_2706 -          SRP_TPR_like         PF17004.8      0.017   15.0   1.6         1    9.3   0.2   3.8   1   1   2   3   3   3   0 -
group_6615_+1_247_3711 -          SRP_TPR_like         PF17004.8       0.17   11.8   0.0        30    4.6   0.0   3.2   3   0   0   3   3   3   0 -
group_21313_+1_1_423 -          SSB                  PF00436.28     0.019   15.0   0.8       2.5    8.2   0.0   2.6   2   1   0   2   2   2   0 -
group_19682_+1_1_1680 -          ssDNA_DBD            PF18333.4      0.019   15.0   0.3     0.052   13.6   0.3   1.7   1   0   0   1   1   1   0 -
group_16887_minus1_55_591 -          ssDNA_TraI_N         PF18272.4      0.074   13.0   0.3      0.15   12.0   0.3   1.5   1   0   0   1   1   1   0 -
group_12798_+1_1_1047 -          SseC                 PF04888.15      0.44    9.9   4.8      0.62    9.5   4.8   1.1   1   0   0   1   1   1   0 -
group_13557_+1_1_549  -          SseC                 PF04888.15      0.54    9.7  36.0       2.6    7.4  16.9   2.1   1   1   1   2   2   2   0 -
group_10604_+1_1_1191 -          SseC                 PF04888.15      0.99    8.8  11.3       2.4    7.5  11.3   1.7   1   0   0   1   1   1   0 -
group_3852_minus1_1_243 -          SSI                  PF00720.20     0.076   13.0   0.0     0.081   12.9   0.0   1.1   1   0   0   1   1   1   0 -
group_15542_+1_1_618    -          SSI                  PF00720.20      0.11   12.4   0.2      0.27   11.2   0.0   1.7   2   0   0   2   2   2   0 -
group_22830_+1_1_2148 -          SSL_N                PF20067.2    1.3e-15   56.9   0.1     9e-14   51.1   0.1   2.9   2   0   0   2   2   2   1 -
group_6488_+1_1_2115  -          SSL_N                PF20067.2      2e-13   49.9   0.1   1.5e-12   47.2   0.0   2.4   2   0   0   2   2   2   1 -
group_10788_+1_1_2166 -          SSL_N                PF20067.2      3e-13   49.4   2.4   1.2e-11   44.3   0.0   3.0   3   0   0   3   3   3   1 -
group_19694_+1_1_1992 -          SSL_N                PF20067.2     0.0002   21.2   1.3        10    6.1   0.0   6.0   7   0   0   7   7   7   1 -
group_9029_+1_1_1113  -          SSL_N                PF20067.2     0.0004   20.2   1.1    0.0042   16.9   0.0   2.8   3   0   0   3   3   3   1 -
group_9938_+1_1_921   -          SSL_N                PF20067.2      0.044   13.7   0.5        33    4.5   0.0   4.0   4   0   0   4   4   4   0 -
group_18480_+1_1_951  -          SSTK-IP              PF15836.8      0.064   13.4   0.0      0.12   12.5   0.0   1.4   1   0   0   1   1   1   0 -
group_18980_+1_1_2499 -          SSTK-IP              PF15836.8       0.21   11.7   0.0      0.44   10.7   0.0   1.5   1   0   0   1   1   1   0 -
group_12224_+1_205_2337 -          SSV1_ORF_D-335       PF07935.14      0.13   12.5   0.0      0.29   11.4   0.0   1.6   1   0   0   1   1   1   0 -
group_19350_+1_1_2772 -          SSXT                 PF05030.15      0.17   11.5   0.1      0.52    9.9   0.1   1.8   1   0   0   1   1   1   0 -
group_14010_+1_1_303 -          ST7                  PF04184.15   1.9e-08   33.2   0.0   2.2e-08   33.1   0.0   1.0   1   0   0   1   1   1   1 -
group_12134_+1_1_285 -          ST7                  PF04184.15     0.027   13.0   0.0     0.027   12.9   0.0   1.0   1   0   0   1   1   1   0 -
group_12133_+1_1_285 -          ST7                  PF04184.15      0.18   10.2   0.0      0.19   10.1   0.0   1.0   1   0   0   1   1   1   0 -
group_23008_+1_1_2220     -          STAS                 PF01740.24   2.3e-11   43.3   0.0   6.4e-11   41.9   0.0   1.7   1   1   1   2   2   2   1 -
group_23610_+1_1_1812     -          STAS                 PF01740.24   4.2e-11   42.5   0.0   7.7e-11   41.6   0.0   1.4   1   0   0   1   1   1   1 -
group_22205_+1_1_2223     -          STAS                 PF01740.24   1.6e-10   40.6   0.0   3.1e-10   39.7   0.0   1.4   1   0   0   1   1   1   1 -
group_23266_+1_1_2139     -          STAS                 PF01740.24   4.7e-09   35.9   0.0   8.2e-09   35.1   0.0   1.4   1   0   0   1   1   1   1 -
group_5478_+1_1_321       -          STAS                 PF01740.24     1e-08   34.8   0.0   1.2e-08   34.5   0.0   1.0   1   0   0   1   1   1   1 -
group_10159_+1_1_315      -          STAS                 PF01740.24   8.2e-07   28.6   0.0   9.8e-07   28.4   0.0   1.1   1   0   0   1   1   1   1 -
group_2278_+1_1_1134      -          STAS                 PF01740.24    0.0002   20.9   0.0   0.00047   19.7   0.0   1.6   1   0   0   1   1   1   1 -
group_22238_minus1_13_654 -          STAS                 PF01740.24    0.0025   17.4   0.0    0.0038   16.8   0.0   1.3   1   0   0   1   1   1   1 -
group_10159_+1_1_315      -          STAS_2               PF13466.9    3.4e-17   62.4   3.2     4e-17   62.2   3.2   1.1   1   0   0   1   1   1   1 -
group_5478_+1_1_321       -          STAS_2               PF13466.9    1.8e-15   56.9   0.0   2.1e-15   56.7   0.0   1.0   1   0   0   1   1   1   1 -
group_22238_minus1_13_654 -          STAS_2               PF13466.9    1.1e-07   31.9   0.4     2e-07   31.1   0.4   1.4   1   0   0   1   1   1   1 -
group_2278_+1_1_1134      -          STAS_2               PF13466.9    1.9e-07   31.2   0.7   1.9e-07   31.2   0.7   2.3   2   0   0   2   2   2   1 -
group_22205_+1_1_2223     -          STAS_2               PF13466.9    2.5e-06   27.6   0.1   1.4e-05   25.2   0.1   2.4   1   0   0   1   1   1   1 -
group_23008_+1_1_2220     -          STAS_2               PF13466.9      7e-06   26.1   0.0     7e-06   26.1   0.0   2.8   3   0   0   3   3   3   1 -
group_23610_+1_1_1812     -          STAS_2               PF13466.9    3.2e-05   24.0   0.1   7.5e-05   22.8   0.1   1.7   1   0   0   1   1   1   1 -
group_23266_+1_1_2139     -          STAS_2               PF13466.9     0.0003   20.9   0.0    0.0003   20.9   0.0   2.8   3   0   0   3   3   3   1 -
group_16441_+1_1_867 -          STAT2_C              PF12188.11     0.013   15.4   0.5      0.79    9.7   0.0   2.8   3   0   0   3   3   3   0 -
group_3040_+1_1_609    -          Stathmin             PF00836.22       0.2   11.6   7.6       2.1    8.3   1.0   2.2   2   0   0   2   2   2   0 -
group_13042_+1_46_2061 -          Stathmin             PF00836.22      0.55   10.1   2.8      0.27   11.2   0.2   1.7   2   0   0   2   2   2   0 -
group_17657_minus1_28_297 -          STb_secrete          PF09075.13      0.06   13.4   0.0     0.096   12.7   0.0   1.3   1   0   0   1   1   1   0 -
group_6134_+1_1_378  -          STE2                 PF02116.18     0.017   14.4   0.6     0.018   14.3   0.6   1.2   1   0   0   1   1   1   0 -
group_12728_+1_1_621 -          STE3                 PF02076.18     0.018   14.3   0.2     0.027   13.7   0.2   1.2   1   0   0   1   1   1   0 -
group_10869_+1_1_999 -          STELLO               PF03385.20   8.1e-08   31.4   0.0     1e-07   31.1   0.0   1.1   1   0   0   1   1   1   1 -
group_10452_+1_1_807 -          Steroid_dh           PF02544.19   7.2e-05   22.8   0.2   0.00013   22.0   0.2   1.4   1   0   0   1   1   1   1 -
group_25179_+1_1_585 -          Steroid_dh           PF02544.19   0.00018   21.5   0.8   0.00024   21.1   0.2   1.5   2   0   0   2   2   2   1 -
group_1633_+1_1_810  -          Steroid_dh           PF02544.19   0.00025   21.0   0.0   0.00044   20.2   0.0   1.5   1   0   0   1   1   1   1 -
group_21506_+1_1_807 -          Steroid_dh           PF02544.19    0.0022   18.0   2.1    0.0039   17.2   1.3   1.9   1   1   0   1   1   1   1 -
group_21698_+1_1_2616 -          Sterol-sensing       PF12349.11     0.005   16.7   5.2     0.005   16.7   5.2   2.5   2   0   0   2   2   2   1 -
group_16319_+1_1_723 -          Sterol_MT_C          PF08498.13      0.11   12.6   0.1      0.26   11.4   0.1   1.5   1   0   0   1   1   1   0 -
group_20433_+1_1_144 -          Stevor               PF17410.5      0.049   13.1   0.0     0.049   13.1   0.0   1.0   1   0   0   1   1   1   0 -
group_9034_+1_1_813  -          Stevor               PF17410.5       0.34   10.4   2.8      0.44   10.0   2.8   1.1   1   0   0   1   1   1   0 -
group_7552_+1_1_780  -          Stevor               PF17410.5        1.1    8.8   3.4       1.4    8.4   3.4   1.1   1   0   0   1   1   1   0 -
group_8507_+1_1_858  -          Stevor               PF17410.5        3.3    7.1   4.4       4.4    6.7   4.4   1.1   1   0   0   1   1   1   0 -
group_1586_+1_1_1494 -          STI1                 PF17830.4       0.12   12.3   0.1      0.26   11.2   0.1   1.5   1   0   0   1   1   1   0 -
group_16112_minus1_1_255 -          STIL_N               PF15253.9       0.14   11.0   0.1      0.16   10.8   0.1   1.0   1   0   0   1   1   1   0 -
group_9598_+1_1_675    -          STN                  PF07660.17   1.5e-09   37.4   0.0   4.3e-09   36.0   0.0   1.8   2   0   0   2   2   2   1 -
group_25371_+1_130_633 -          STN                  PF07660.17   9.7e-09   34.9   0.1   1.5e-08   34.3   0.1   1.3   1   0   0   1   1   1   1 -
group_12898_+1_1_744   -          STN                  PF07660.17   1.4e-08   34.4   0.0     1e-07   31.6   0.0   2.2   2   0   0   2   2   2   1 -
group_13761_+1_1_678   -          STN                  PF07660.17   2.1e-08   33.8   0.0   6.2e-08   32.3   0.0   1.9   2   0   0   2   2   1   1 -
group_25029_+1_1_759   -          STN                  PF07660.17   3.5e-08   33.1   0.0     6e-08   32.3   0.0   1.4   1   0   0   1   1   1   1 -
group_15430_+1_1_612   -          STN                  PF07660.17     4e-08   32.9   0.0   6.4e-08   32.2   0.0   1.3   1   0   0   1   1   1   1 -
group_12905_+1_1_717   -          STN                  PF07660.17   5.6e-08   32.4   0.0   4.9e-07   29.4   0.0   2.2   2   0   0   2   2   2   1 -
group_12935_+1_1_819   -          STN                  PF07660.17   6.2e-08   32.3   0.1   3.9e-07   29.7   0.0   2.1   2   0   0   2   2   2   1 -
group_15426_+1_1_609   -          STN                  PF07660.17   1.9e-07   30.8   0.1   2.4e-06   27.2   0.0   2.1   2   0   0   2   2   2   1 -
group_13097_+1_1_639   -          STN                  PF07660.17     4e-06   26.5   0.0   1.2e-05   24.9   0.0   1.9   2   0   0   2   2   2   1 -
group_25110_+1_1_732   -          STN                  PF07660.17   1.1e-05   25.0   0.0     2e-05   24.2   0.0   1.4   1   0   0   1   1   1   1 -
group_14795_+1_1_654   -          STN                  PF07660.17   2.6e-05   23.9   0.0     5e-05   23.0   0.0   1.4   1   0   0   1   1   1   1 -
group_9555_+1_1_651    -          STN                  PF07660.17   3.2e-05   23.6   0.0   7.2e-05   22.5   0.0   1.6   1   0   0   1   1   1   1 -
group_25124_+1_1_612   -          STN                  PF07660.17   4.5e-05   23.1   0.0     8e-05   22.3   0.0   1.3   1   0   0   1   1   1   1 -
group_8611_+1_1_522    -          STN                  PF07660.17    0.0012   18.6   0.1     0.003   17.3   0.0   1.8   2   0   0   2   2   2   1 -
group_24087_+1_1_738   -          STN                  PF07660.17     0.002   17.8   0.6    0.0088   15.8   0.0   2.3   3   0   0   3   3   3   1 -
group_15422_+1_1_690   -          STN                  PF07660.17    0.0028   17.4   0.3    0.0082   15.9   0.1   1.9   2   0   0   2   2   2   1 -
group_21384_+1_1_672   -          STN                  PF07660.17    0.0074   16.0   0.0     0.017   14.9   0.0   1.7   1   1   0   1   1   1   1 -
group_21309_+1_109_594 -          STN                  PF07660.17     0.013   15.3   0.0      0.44   10.4   0.0   2.2   2   0   0   2   2   2   0 -
group_12901_+1_1_711   -          STN                  PF07660.17     0.013   15.2   0.0     0.028   14.2   0.0   1.5   1   0   0   1   1   1   0 -
group_13039_+1_1_615   -          STN                  PF07660.17      0.11   12.2   0.0      0.33   10.8   0.0   1.7   2   0   0   2   2   2   0 -
group_20718_+1_1_507   -          STN                  PF07660.17      0.13   12.1   0.1        11    5.9   0.0   2.2   1   1   1   2   2   2   0 -
group_9421_minus1_55_714 -          Strabismus           PF06638.14      0.34    9.5   0.4      0.45    9.1   0.4   1.1   1   0   0   1   1   1   0 -
group_7987_+1_121_462 -          Streptin-Immun       PF11083.11     0.028   14.7   0.4     0.042   14.1   0.4   1.2   1   0   0   1   1   1   0 -
group_25846_+1_1_234  -          Streptin-Immun       PF11083.11     0.069   13.4   0.2      0.25   11.6   0.1   1.7   2   0   0   2   2   2   0 -
group_22328_+1_1_201 -          Strep_SA_rep         PF06696.14     0.054   13.5   2.5      0.15   12.0   0.8   2.1   2   0   0   2   2   2   0 -
group_25820_minus1_4_342 -          Striatin             PF08232.15     0.029   14.8   0.2     0.038   14.5   0.0   1.4   2   0   0   2   2   2   0 -
group_23005_+1_1_585 -          Strumpellin          PF10266.12      0.01   13.6   0.3     0.012   13.4   0.3   1.0   1   0   0   1   1   1   0 -
group_22830_+1_1_2148 -          Str_synth            PF03088.19   2.4e-23   82.1   0.0   6.6e-23   80.6   0.0   1.8   1   0   0   1   1   1   1 -
group_10788_+1_1_2166 -          Str_synth            PF03088.19   7.7e-22   77.2   0.0   1.6e-21   76.2   0.0   1.5   1   0   0   1   1   1   1 -
group_6488_+1_1_2115  -          Str_synth            PF03088.19   9.6e-21   73.7   0.0   1.1e-19   70.3   0.0   2.3   1   1   1   2   2   2   1 -
group_9029_+1_1_1113  -          Str_synth            PF03088.19   2.9e-09   36.9   0.0   5.5e-09   36.0   0.0   1.4   1   0   0   1   1   1   1 -
group_22831_+1_1_1119 -          Str_synth            PF03088.19     3e-05   24.0   0.0    0.0093   16.0   0.0   2.3   2   0   0   2   2   2   2 -
group_5317_+1_1_1089  -          Str_synth            PF03088.19   8.9e-05   22.5   0.0   0.00019   21.5   0.0   1.4   1   0   0   1   1   1   1 -
group_9937_+1_1_921   -          Str_synth            PF03088.19   0.00027   20.9   0.0    0.0053   16.8   0.0   3.0   2   2   1   3   3   3   1 -
group_25607_+1_1_1110 -          Str_synth            PF03088.19    0.0025   17.9   0.0      0.12   12.4   0.0   2.4   2   0   0   2   2   2   1 -
group_9938_+1_1_921   -          Str_synth            PF03088.19    0.0032   17.5   0.0      0.12   12.5   0.0   3.1   2   2   0   2   2   2   1 -
group_24403_+1_1_1455 -          Str_synth            PF03088.19      0.17   12.0   0.0       1.2    9.3   0.0   2.1   2   0   0   2   2   2   0 -
group_6627_+1_1_1647 -          STT3                 PF02516.17       1.4    7.8  13.2       5.9    5.7  13.2   1.9   1   1   0   1   1   1   0 -
group_19797_+1_1_255 -          STT3_PglB_C          PF18527.4      0.082   13.0   0.0      0.11   12.6   0.0   1.1   1   0   0   1   1   1   0 -
group_26272_minus1_88_1053 -          SUa-2TM              PF18179.4      0.018   14.3   0.0     0.028   13.7   0.0   1.2   1   0   0   1   1   1   0 -
group_10032_+1_1_390       -          SUa-2TM              PF18179.4      0.023   14.0   0.0     0.027   13.8   0.0   1.1   1   0   0   1   1   1   0 -
group_2150_minus1_1_243 -          SUB1_ProdP9          PF18213.4      0.096   12.4   0.0      0.13   12.1   0.0   1.4   1   1   0   1   1   1   0 -
group_12104_+1_1_2127 -          Succ_CoA_lig         PF13607.9    2.5e-47  160.1   2.3   3.9e-47  159.5   0.9   2.1   2   0   0   2   2   2   1 -
group_19886_+1_1_954  -          Succ_CoA_lig         PF13607.9      0.043   13.6   0.0       1.2    8.9   0.0   2.2   2   0   0   2   2   2   0 -
group_22263_+1_163_498    -          Succ_DH_flav_C       PF02910.23   9.8e-20   70.8   0.0   1.1e-19   70.6   0.0   1.1   1   0   0   1   1   1   1 -
group_17803_minus1_46_366 -          Succ_DH_flav_C       PF02910.23     0.078   12.9   0.2     0.091   12.7   0.2   1.2   1   0   0   1   1   1   0 -
group_16888_+1_1_372 -          Sucrose_synth        PF00862.22     0.086   11.1   0.0     0.094   11.0   0.0   1.0   1   0   0   1   1   1   0 -
group_14227_+1_1_285 -          Sugar-bind           PF04198.16     0.049   12.7   0.0     0.056   12.5   0.0   1.0   1   0   0   1   1   1   0 -
group_25846_+1_1_234     -          Sugarporin_N         PF11471.11      0.04   13.9   8.1       1.3    9.1   2.1   2.2   2   0   0   2   2   2   0 -
group_16905_minus1_1_258 -          Sugarporin_N         PF11471.11     0.046   13.7   0.1     0.098   12.7   0.1   1.5   1   0   0   1   1   1   0 -
group_14962_+1_1_1224      -          Sugar_tr             PF00083.27   9.6e-10   37.9  11.3   9.6e-10   37.9  11.3   2.2   2   0   0   2   2   2   1 -
group_3126_+1_1_1233       -          Sugar_tr             PF00083.27   9.4e-05   21.4  11.0   9.4e-05   21.4  11.0   3.3   2   1   1   3   3   3   1 -
group_10604_+1_1_1191      -          Sugar_tr             PF00083.27   0.00013   21.0   6.0   0.00013   21.0   6.0   2.7   3   0   0   3   3   3   1 -
group_1473_+1_1_1398       -          Sugar_tr             PF00083.27    0.0023   16.8  19.9      0.45    9.3   7.0   3.5   1   1   2   3   3   3   2 -
group_21254_+1_1_630       -          Sugar_tr             PF00083.27     0.014   14.2   0.3     0.019   13.9   0.3   1.1   1   0   0   1   1   1   0 -
group_21759_minus1_154_768 -          Sugar_tr             PF00083.27     0.065   12.1  11.3      0.01   14.7   6.6   1.7   1   1   1   2   2   2   0 -
group_9919_+1_1_714        -          Sugar_tr             PF00083.27      0.25   10.1  13.0     0.079   11.8   2.3   2.5   2   1   0   2   2   2   0 -
group_20672_+1_1_1221      -          Sugar_tr             PF00083.27       2.5    6.9  20.1     0.045   12.6   3.6   2.7   3   0   0   3   3   3   0 -
group_4888_+1_1_1221       -          Sugar_tr             PF00083.27       6.5    5.5  25.4       3.4    6.4  13.3   2.2   2   0   0   2   2   2   0 -
group_6544_+1_25_675 -          SUIM_assoc           PF16619.8     0.0029   17.5   1.0    0.0055   16.6   1.0   1.5   1   0   0   1   1   1   1 -
group_19503_+1_1_330 -          SUIM_assoc           PF16619.8      0.036   14.0   0.0     0.053   13.4   0.0   1.3   1   0   0   1   1   1   0 -
group_22449_+1_1_705 -          SUIM_assoc           PF16619.8       0.31   11.0  10.0       3.3    7.7  10.0   2.3   1   1   0   1   1   1   0 -
group_18131_+1_1_657 -          SUKH-4               PF14435.9       0.01   15.8   0.0      0.02   14.9   0.0   1.5   1   0   0   1   1   1   0 -
group_8406_+1_1_393  -          SUKH-4               PF14435.9       0.03   14.3   0.3     0.049   13.6   0.3   1.4   1   1   0   1   1   1   0 -
